Total time,PSNR
6.5494,0.900033
6.22323,0.900033
5.95195,0.900033
6.09037,0.900033
6.1229,0.900033
6.4868,0.900033
6.34025,0.900033
6.27843,0.900033
5.63569,0.900033
6.17682,0.900033
6.18613,0.900033
6.08633,0.900033
