Total time,PSNR
1.37109,53.3896
1.4714,53.3896
1.39624,53.3896
1.53015,53.3896
1.42581,53.3896
1.48389,53.3896
1.52653,53.3896
1.44192,53.3896
1.4463,53.3896
1.47377,53.3896
1.45342,53.3896
1.46375,53.3896
