Total time,PSNR
0.0236231,inf
0.0236265,inf
0.0231222,inf
0.0235649,inf
0.0232159,inf
0.0231896,inf
0.023144,inf
0.0232134,inf
0.0232369,inf
0.0232124,inf
0.0234682,inf
0.0231155,inf
